ID|Title|Principal Investigator|Abstract|Justification|Target Object|Start Date|End Date|Status
186|Alert Notice 186: Bright outburst of UV Per AND Nova Sgr 1994 Number 2|Janet A. Mattei|The dwarf nova-type cataclysmic variable UV Per is having a bright outburst as indicated by observations. The nova V4362 Sgr and V705 Cas are also brightening as per observations. VW Hyi is having a superoutburst. Observation requested for SS Cyg.|The stars are in a phase of outburst or superoutburst. Continuous monitoring and observations can provide valuable data for studying their behavior. Local astronomers have also been alerted for possible scheduling of satellite observations.|UV Per; V4362 Sgr; V705 Cas; VW Hyi; SS Cyg|1994-06-01|1994-06-02|Archived
187|Alert Notice 187: 1729-19 Nova Ophiuchi 1994 [V2313 Oph] AND Outburst of TV Corvi AND Bright outburst of UV Persei - correction and update|Janet A. Mattei|Nova Ophiuchi 1994, TV Corvi, and UV Persei are undergoing notable events. Observations and discoveries of these stars are described, and instructions for continued observation are provided.|N/A|V2313 Oph; TV Crv; UV Per|1994-06-03|1994-06-04|Archived
188|Alert Notice 188: Outburst of old nova LQ Sgr AND Nova Oph 1994 AND Recent outburst of SS Cyg AND Recent outburst of symbiotic star AG Dra|Janet A. Mattei|Outburst of old nova LQ Sgr, Nova Oph 1994, recent outburst of SS Cyg and recent outburst of symbiotic star AG Dra.|Monitoring and gathering data on these outbursts provides valuable contributions to astronomical research.|LQ Sgr;Nova Oph 1994;SS Cyg;AG Dra|1994-07-14|1994-07-15|Archived
189|Alert Notice 189: 1157+62 Supernova 1994W in NGC 4041|Janet A. Mattei|We have been informed by the Central Bureau for Astronomical Telegrams of the visual discovery of a supernova in NGC 4041 by G. Cortmi and M. Villi, Valbura, Italy, on July 29.85 UT at about magnitude 13.5.|N/A|SN 1994W; NGC 4041|1994-07-29|1994-07-30|Archived
190|Alert Notice 190: 1753-25 Var Sgr - New variable in Sgr AND FN Sgr - chart correction [V4683 Sgr]|H. Satoh, National Astronomical Observatory, Japan|The notice informs of the discovery of a new variable star by Yukio Sakurai, Mito, Japan, on Aug 8.548 UT at photographic magnitude 11.4, using Fuji SG400 film. A correction has been made to the identification of FN Sgr on the chart.|N/A|Var Sgr; FN Sgr|1994-08-12|1994-08-13|Archived
191|Alert Notice 191: Rare outburst of UZ Boo|David York, Paul Van Cauteren, Tonny Vanmunster, Gary Poyner|We have been informed of the outburst of the WZ Sge-type dwarf nova UZ Boo. The last observed outburst of UZ Boo occurred on September 23, 1978. Recent observations indicate changes in its visual magnitude.|N/A|UZ Boo|1994-08-18|1994-08-19|Archived
192|Alert Notice 192: Outburst of IP Peg AND Request for observations of HT Cas, UX UMa, and IP Peg AND Outburst of UZ Boo continues AND Outburst of SS Cyg|Janet Mattei, Elizabeth O. Waagen|The dwarf nova IP Pegasi has gone into outburst. Observations of northern eclipsing dwarf novae HT Cas, UX UMa, and IP Peg are requested, as well as the monitoring of IP Peg's possible outburst next month. The fading of the dwarf nova UZ Boo outburst is noted, along with the outburst of the dwarf nova SS Cyg.|Observations of the eclipses during the outburst are valuable and recommended to monitor the variations and carry out further analysis. Multiple targets' monitoring is requested to understand the variable patterns during the outburst stage.|IP Pegasi; HT Cas; UX UMa; UZ Boo; SS Cygni|1994-08-29|1994-08-30|Archived
193|Alert Notice 193: Outburst of CV DX And AND V1974 Cyg=Nova Cyg 1992 AND Request to monitor CVs for HST and IUE AND Outburst of UZ Boo AND Updates on Southern RCB variables AND Outburst of RU Peg|Janet A. Mattei|The alert notifies about the outburst of various CVs and provides observational details. It also includes a request to monitor certain CVs for the Hubble Space Telescope and International Ultraviolet Explorer. Additionally, it gives updates on southern RCB variables and highlights the outburst of RU Peg.|N/A|2325+43 DX Andromedae; 2027+52 V1974 Cygni; 0201+14 TT Ari; 2318+17 IP Peg; 1843+00 V603 Aql; 1439+22A UZ Bootis; 2209+12 RU Pegasi; 2138+43 SS Cygni; 1813+49 AM Herculis; 1834-23 V348 Sagittarii; 1428-39 V854 Centauri|1994-09-29|1994-09-30|Archived
194|Alert Notice 194: 2027+52 V1974 Cygni = Nova Cygni 1992 AND Outburst of 2209+12 RU Pegasi AND 1824-17 Nova Sagittarii 1994#2 [V4362 Sgr]|Janet A. Mattei|We have been informed by Brian Skiff at Lowell Observatory, Flagstaff, AZ, and Charles Scovil at Stamford Observatory, CT, that the comparison star of photoelectric (V) magnitude 14.5 measured by Brian Skiff (see _[AAVSO Alert Notice 193](/aavso-alert-notice-193)_ ) was misidentified on the 'f' chart issued with _AAVSO Alert Notice 193_.|N/A|2027+52 V1974 Cygni; 2209+12 RU Pegasi; 1824-17 Nova Sagittarii 1994#2|1994-10-04|1994-10-05|Archived
195|Alert Notice 195: Symbiotic stars AND Cataclysmic variables AND 1510+83 Z Ursae Minoris|Janet A. Mattei|This Alert Notice was focused on asking for observations of several symbiotic stars that have been of interest to astronomers, particularly those observing with satellites, and also of cataclysmic variables and Z Ursae Minoris. The notice includes detailed statuses and recent observations of the stars, and encourages ongoing monitoring and reporting of the stars|Monitoring and observation of these stars aids in further astronomical study and research, particularly in relation to their symbiotic, cataclysmic and Mira-like variable nature.|1601+67 AG Draconis; 1921+50 CH Cygni; 2016+21 PU Vulpeculae; 1810+20 YY Herculis; 0749+22 U Geminorum; 0409-71 VW Hydri; 1510+83 Z Ursae Minoris|1994-11-23|1994-11-24|Archived
198|Alert Notice 198: 1436-63 Nova Circini 1995 [BY Cir]|AAVSO member William Liller|A new nova in Circinus has been discovered. The nova, labelled 1436-63 Nova Circini 1995, was discovered using the PROBLICOM search method and has been confirmed spectroscopically. Observations by other researchers have been reported.|N/A|1436-63 Nova Circini 1995; BY Cir|1995-01-30|1995-01-31|Archived
201|Alert Notice 201: 0740+73 Supernova 1995E in NGC 2441 AND Important reminder [CV observations for Astro-2, EUVE, Voyager, and ASCA] and Thanks [CV observations for Keele U. request and Hipparcos red variables for calibration]|Janet A. Mattei|This alert notifies of the discovery of a supernova SN 1995E in NGC 2441 by Alessandro Gabrielcic. It also serves as a reminder for observations of cataclysmic variables for Astro-2, EUVE, Voyager, and ASCA satellites. Special thanks are given to observers who monitored the dwarf novae for the astronomers at Keele University and those who have monitored Hipparcos Red Variables for photometric calibration.|The discovery of supernova and the cataclysmic variables observation are important for scientific research and measurements in space. The dedicated contributions of observers that monitored different targets have contributed meaningfully to astronomy.|0740+73 Supernova 1995E in NGC 2441; Cataclysmic variables for Astro-2, EUVE, Voyager, RSA satellites; Dwarf novae for Keele University; Hipparcos Red Variables|1995-02-23|1995-02-24|Archived
202|Alert Notice 202: Nova Centauri 1995 AND SN 1995G in NGC 1643 AND SN 1995F in NGC 2726 AND Nova Aquilae 1995 AND Nova Circini 1995 AND Astro-2 is launched - reminder to monitor CVs for Astro-2, EUVE, Voyager, and ASCA [V888 Cen] [V1425 Aql] [BY Cir]|Janet A. Mattei|This alert notice includes information about multiple phenomena observed in the night sky, primarily supernovae and novae. Specific observations are gathered from February to March 1995, with detail changes in magnitudes over time. The notice also encourages observers worldwide to assist in monitoring cataclysmic variable stars for a variety of space missions.|N/A|Nova Centauri 1995; SN 1995G in NGC 1643; SN 1995F in NGC 2726; Nova Aquilae 1995; Nova Circini 1995; Cataclysmic Variables for Astro-2, EUVE, Voyager, ASCA|1995-02-01|1995-03-02|Archived
203|Alert Notice 203: 0527-70 Nova in the Large Magellanic Cloud (N LMC 95) AND Astro-2 cataclysmic variables|Janet A. Mattei|Observation request for nova in the Large Magellanic Cloud and status report on 17 cataclysmic variables|To inform the astronomical community and continue to report on the status of the 17 cataclysmic variables to the Astro-2 team|Nova LMC 1995; RX And; AR And; WX Hyi; RW Tri; EF Eri; VW Hyi; U Gem; YZ Cnc; Z Cam; EX Hya; AM Her; EM Cyg; SS Cyg; SW UMa; OY Car; BV Cen; HL CMa|1995-03-02|1995-03-03|Archived
197|Alert Notice 197: Observations of cataclysmic variables for Astro-2, EUVE, Voyager, and ASCA satellites AND Reminder regarding outburst of 0749+22 U Gem|Janet A. Mattei|The NASA satellite Astro-2 is scheduled to be launched from the space shuttle on March 1, 1995. This mission will involve the observation of cataclysmic variables both in outburst and quiescence. The satellites will be ideal for studying the structure and evolution of the disk and winds in dwarf novae, the boundary layer in cataclysmic variables, and the temperature, size, and accretion column of the white dwarf component of magnetic cataclysmic variables like AM Her.|The observations are critical to understand the structure and evolution of the disk and winds in dwarf novae, the boundary layer in cataclysmic variables, and the temperature, size, and accretion column of the white dwarf component of magnetic cataclysmic variables like AM Her.|0058+40 RX And; 0409-71 VW Hyi; 1247-28 EX Hya; 0139+37 AR And; 0749+22 U Gem; 1813+49 AM Her; 0207-63 WX Hyi; 0804+28 YZ Cnc; 1934+30 EM Cyg; 0219+27 RW Tri; 0814+73 Z Cam; 2138+43 SS Cyg; 0309-22 EF Eri|1995-02-13|1995-03-17|Archived
204|Alert Notice 204: A very successful Astro-2 mission completed|Janet A.Mattei|This alert notifies user about the successful completion of the Astro-2 mission. It reports the updates shared by the Astro-2 Science Team during the mission's operation and provides a complete list of the CVs observed, which included stars like SS Cyg, U Gem, VW Hyi, EF Eri, AM Her, EM Cyg, WX Hyi, Z Cam, EX Hya, and YZ Cnc. The user are then requested to continue monitoring these CVs in order to provide a complete data set for before, during, and after the mission.|The detailed updates and data gathered during Astro-2 mission are crucial for both the understanding of these variable stars and the development of future missions.|SS Cyg; U Gem; VW Hyi; EF Eri; AM Her; EM Cyg; WX Hyi; Z Cam; EX Hya; YZ Cnc|1995-03-22|1995-03-23|Archived
205|Alert Notice 205: Outburst of 0749+22 U Geminorum AND 1900-01 Nova Aquilae 1995 AND Request to monitor 1544+28a R Coronae Borealis AND Monitoring of 0900-31 T Pyxidis AND Monitoring of the old nova 0324+43 GK Persei|Janet A. Mattei|The dwarf nova-type cataclysmic variable U Geminorum is in outburst, as indicated by various worldwide observations. Observers are recommended to monitor the present outburst of U Gem. There are several astronomers interested in observing the star with the Hubble Space Telescope once it returns to minimum. Astronomers have also obtained infrared observations of N Aql 95, which indicate recent dust formation around the nova. Observations of other stars have also been requested.|N/A|0749+22 U Geminorum; 1900-01 Nova Aquilae 1995; 1544+28a R Coronae Borealis; 0900-31 T Pyxidis; 0324+43 GK Persei|1995-04-04|1995-04-05|Archived
206|Alert Notice 206: Rare outburst of 1227+14 AL Comae Berenices|David York|David York, Abiquiu, NM, has reported the brightening of AL Com, and Tom Cragg, Coonabarabran, NSW, Australia, has confirmed the outburst, as indicated by the following observations: Apr 5.1486 UT, 14.9, D. York; 5.6000, 12.7, T. Cragg.|N/A|1227+14 AL Comae Berenices|1995-04-05|1995-04-06|Archived
207|Alert Notice 207: Fading of 2055+43 V1057 Cygni AND Ending of the superoutburst of 1227+14 AL Comae Berenices AND Fading of 1904+43 MV Lyrae AND Erratum (GK Per)|Janet A. Mattei|J. E. Bortle, Stormville, NY, has informed us that the FU Orionis-type nebular variable V1057 Cyg has faded abruptly. V1057 Cyg has been very well monitored. The abrupt fading of this star may indicate a distinct change in the behavior of V1057 Cyg. Also, the superoutburst of cataclysmic variable AL Comae Berenices has ended as indicated by observations of D. York. The novalike cataclysmic variable MV Lyr, which had been in its bright state at a mean magnitude of 12.5 since November 1989, has been fading.|The sudden fading of V1057 Cyg could indicate a significant change in the star's behavior, making it worth monitoring. AL Comae Berenices has concluded superoutburst. MV Lyrae has been fading since February 1995.|2055+43 V1057 Cygni; 1227+14 AL Comae Berenices; 1904+43 MV Lyrae; GK Persei|1995-05-03|1995-05-04|Archived
209|Alert Notice 209: Outburst of 2325+43 DX Andromedae AND Outburst of 2318+17 EP Pegasi AND New variable in Crux - 1250-60 Var Cru AND Reminders to monitor 0409-71 VW Hydri and 2138+43 SS Cygni|Janet A. Mattei|This notice details several important observations and alerts for various star systems. The alerts primarily concern outbursts and variable phenomena in these systems.|Monitoring these outbursts and variable phenomena contribute to the understanding of these cataclysmic variables and long period variables.|2325+43 DX Andromedae; 2318+17 EP Pegasi; 1250-60 Var Cru; 0409-71 VW Hydri; 2138+43 SS Cygni|1995-06-21|1995-06-22|Archived
211|AAVSO on World Wide Web AND 1958+56 V1028 Cygni in outburst AND Brightening of 1601+67 AG Draconis AND 0409-71 VW Hydri observed with EUVE AND Reminders - GK Persei and T Pyxidis|N/A|We are proud to announce that the AAVSO now has a home page available on the World Wide Web (WWW). The address of our home page on the WWW is: http://www.aavso.org. We have been informed by our observers T. Burrows, Novato, CA, and D. York, Abiquiu, NM, that they have independently observed the outburst of V1028 Cyg. The symbiotic star AG Dra has started to brighten slowly, as indicated by the accompanying light curve. Excellent EUV data were obtained of the recent outburst of VW Hyi with the EUVE satellite!|N/A|1958+56 V1028 Cygni; 1601+67 AG Draconis; 0409-71 VW Hydri|1995-08-01|1995-08-02|Archived
212|Alert Notice 212: 1958+56 V1028 Cyg slowly fading from outburst AND Probable change in classification of 1644-25 AF Scorpii AND 0241-00 Supernova 1995V in NGC 1087|Janet A. Mattei|The SU UMa-type cataclysmic variable V1028 Cyg is fading slowly from its superoutburst. There is a probable change in classification of 1644-25 AF Scorpii from a possible nova to a Mira variable. A supernova 1995V was observed in NGC 1087. Observations over the next several cycles will be essential to defining better this star's type, period, and amplitude.|N/A|1958+56 V1028 Cyg; 1644-25 AF Scorpii; 0241-00 Supernova 1995V|1995-08-11|1995-08-12|Archived
